pseudotime,condition,sample,variable,value
17.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,1.45493274969601
17.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,3.05162757448886
17.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,1.22916078516067
17.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,3.02273524820529
17.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,1.0387835273832
17.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,2.95282852381517
17.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.881426365611156
17.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,2.85184557589668
17.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.753083907567962
17.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,2.72893713364933
17.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.64925389047993
18,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,2.59188735538381
18,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.565616991980345
18.1,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,2.44696353401485
18.1,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.498362220942769
18.2,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,2.29900307616524
18.2,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.444291461224658
18.3,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,2.15160979606476
18.3,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.400802780033535
18.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,2.00737978740493
18.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.365818606183698
18.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,1.86811464591145
18.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.337699286216139
18.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,1.7350049738063
18.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.31515841899619
18.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,1.60878043034844
18.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.297190125929807
18.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,1.48982870105443
18.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.283008644005505
18.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,1.37828776727011
18.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.2720001360131
19,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,1.27411636394585
19,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.263684927902188
19.1,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,1.17714689215371
19.1,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.257688427453212
19.2,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,1.08712574806447
19.2,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.253718513985731
19.3,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,1.00374360993405
19.3,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.251547976426334
19.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.926657070145603
19.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.251001378635067
19.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.855504939322207
19.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.251944858613381
19.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.78992011047347
19.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.254278242073116
19.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.729538049625401
19.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.257928971836271
19.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.674002798745526
19.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.26284742823061
19.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.622971092442622
19.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.269003310229333
20,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.576115077143112
20,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.276382840920211
20.1,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.53312398824311
20.1,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.284986613127965
20.2,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.493705056825032
20.2,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.294827935848392
20.3,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.4575838523882
20.3,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.305931575197981
20.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.424504217652175
20.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.318332808224176
20.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.394227914006732
20.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.332076726683
20.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.366534067471953
20.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.347217741979656
20.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.34121848330057
20.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.363819253122165
20.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.318092880841296
20.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.381953447561176
20.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.296984087742538
20.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.40170121079419
21,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.277733223093527
21,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.423152125051295
21.1,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.260194891969132
21.1,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.446404540574183
21.2,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.244236408547418
21.2,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.47156570518014
21.3,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.229737061117901
21.3,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.498751939121566
21.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.216587429610441
21.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.528088842801955
21.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.20468876454818
21.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.559711524731404
21.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.193952435427789
21.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.593764836190161
21.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.184299456378161
21.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.630403597360489
21.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.175660097517373
21.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.669792797076084
21.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.167973591741075
21.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.712107744654213
22,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.161187948810365
22,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.757534147274494
22.1,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.155259891702618
22.1,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.806268079711934
22.2,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.150154934457954
22.2,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.858515804460176
22.3,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.14584762650511
22.3,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.914493388773583
22.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.142321996114871
22.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,0.974426050078561
22.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.139572235801664
22.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,1.03854714143333
22.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.13760368598786
22.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,1.10709666274294
22.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.136434191167123
22.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,1.18031914923355
22.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.136095926651669
22.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,1.25846074353063
22.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.136637825783169
22.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,1.34176519790771
23,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.138128779930597
23,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,1.43046847398022
23.1,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.140661840264134
23.1,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,1.52479150180637
23.2,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.144359725822975
23.2,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,1.62493052048216
23.3,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.149382042634832
23.3,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,1.73104423687432
23.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.155934750595534
23.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,1.84323679439699
23.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.164282586071296
23.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,1.96153522352055
23.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.174765365247766
23.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,2.08585963291974
23.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.187819357504711
23.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,2.21598388122314
23.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.204005206942914
23.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,2.35148386493508
23.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.224044211048354
23.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,2.49166978478828
24,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.248864899535558
24,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,2.63549815191222
24.1,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.279661626514791
24.1,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,2.78145910170911
24.2,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.317966020950915
24.2,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,2.92743479007407
24.3,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.365729363048831
24.3,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,3.07052737654161
24.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.425408195870825
24.4,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,3.20686134658879
24.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.500034288974183
24.5,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,3.33137819744497
24.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.593230910111318
24.6,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,3.43766561629467
24.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.709108373290036
24.7,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,3.51790193322951
24.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,0.851936488297323
24.8,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,3.56304840169032
24.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,1.02546672869341
24.9,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,3.56347021418196
25,a=0.75 b=0.8 c=1 d=0.8,3_2,Predator,1.23180332514716
25,a=0.75 b=0.8 c=1 d=0.8,3_2,Prey,3.51016692267068
0,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,2
0,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,4
0.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,2.45502318191251
0.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,3.608350474878
0.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,2.91060080815999
0.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,3.13762733712284
0.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,3.31780805216169
0.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,2.63490726227127
0.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,3.63426871814571
0.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,2.14911530917953
0.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,3.83666430968813
0.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,1.71674413354589
0.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,3.92357113988177
0.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,1.35565588174579
0.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,3.90970778227255
0.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,1.06753479416386
0.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,3.81729963976119
0.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.844361740656279
0.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,3.66922194362224
0.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.674397095966922
1,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,3.48528870400593
1,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.545913104325097
1.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,3.28104254214595
1.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.448861660323144
1.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,3.06789996009707
1.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.375301063407773
1.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,2.8538641477952
1.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.319217781438397
1.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,2.64432115365768
1.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.276162613535083
1.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,2.44273858243451
1.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.242880380600156
1.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,2.2512193459432
1.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.216996791535694
1.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,2.0709137867572
1.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.1967776051591
1.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,1.90231853609516
1.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.180950351303349
1.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,1.74548801968131
1.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.168576120347252
2,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,1.60018489901381
2,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.158957243111692
2.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,1.46598444953543
2.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.15157190920787
2.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,1.34234737848364
2.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.146027486252145
2.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,1.22867042285722
2.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.142027132248233
2.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,1.12432113581039
2.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.139345749135771
2.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,1.028661666302
2.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.137812570425293
2.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.941064718521582
2.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.137298459524418
2.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.860924018268466
2.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.137706581009377
2.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.787660903522435
2.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.138965503225627
2.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.720728185426206
2.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.141024067214987
3,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.659612096674061
3,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.143847550263608
3.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.603832908366827
3.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.147414786490469
3.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.552944631816926
3.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.151716001612901
3.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.506534103728449
3.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.156751185804652
3.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.464219668905842
3.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.16252887612583
3.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.425649614076064
3.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.169065254096333
3.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.390500462614375
3.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.176383488593402
3.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.358475208234208
3.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.184513272155258
3.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.329301542616559
3.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.193490511887637
3.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.302730115133451
3.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.203357145849217
4,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.278532850554657
4,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.214161062986414
4.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.256501341690801
4.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.225956110072116
4.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.236445327435824
4.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.238802173157903
4.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.218191261985547
4.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.252765324120129
4.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.20158097765837
4.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.267918025215254
4.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.18647044138639
4.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.284339386338456
4.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.172728603328218
4.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.302115471030828
4.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.160236334993553
4.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.321339648297096
4.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.148885453627896
4.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.342112988042678
4.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.138577829284832
4.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.364544698459967
5,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.129224570941714
5,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.388752604015984
5.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.120745288143309
5.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.414863662829454
5.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.113067424955115
5.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.443014522174626
5.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.106125663456861
5.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.473352110598191
5.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0998613946036588
5.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.506034264657048
5.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0942222550373159
5.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.541230387534948
5.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0891617293673013
5.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.579122135711563
5.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0846388186004195
5.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.619904128349601
5.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0806177768412039
5.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.663784672012025
5.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0770679201988957
5.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.710986490555473
6,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0739635141445377
6,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.761747446340338
6.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0712837485347573
6.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.816321233941947
6.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0690128133964266
6.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.874978020915136
6.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.067140093682821
6.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,0.938005001269063
6.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0656605080364153
6.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,1.00570681533651
6.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.064575025788414
6.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,1.07840577353693
6.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0638914089311381
6.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,1.1564417995407
6.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0636252429605804
6.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,1.24017197829006
6.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0638013442354058
6.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,1.32996955301335
6.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0644556646307878
6.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,1.42622215819173
7,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0656378608464436
7,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,1.5293289957837
7.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0674147616997046
7.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,1.63969655029586
7.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0698750608119058
7.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,1.75773228054965
7.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0731356970905781
7.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,1.88383550184522
7.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0773505801454272
7.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,2.01838435183826
7.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0827225998043518
7.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,2.1617172732596
7.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0895202681525937
7.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,2.3141067833655
7.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.0981009357978018
7.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,2.47572234308626
7.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.108943379305373
7.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,2.64657776166993
7.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.122693773771812
7.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,2.82645660678861
8,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.140230753017194
8,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,3.01480633256824
8.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.162757492040422
8.1,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,3.21058809835028
8.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.191931421379516
8.2,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,3.41206450178015
8.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.230044689787183
8.3,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,3.61650222053519
8.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.280268943217636
8.4,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,3.81976285584491
8.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.346971639666904
8.5,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,4.0157585404382
8.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.436087514134589
8.6,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,4.1957716433143
8.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.555471455940302
8.7,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,4.3477013544722
8.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.71501303120742
8.8,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,4.45546961158058
8.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,0.926101194084154
8.9,a=0.75 b=0.8 c=1 d=0.8,4_2,Prey,4.49906908345482
9,a=0.75 b=0.8 c=1 d=0.8,4_2,Predator,1.19971992638829
